debug2ewM6:debugSnVhw,0,1636576722585,"{""template"": {""pagename"": ""exp/pageblock.html""}, ""indexOf"": 0, ""action"": ""NextPage"", ""viewTime"": 16414}"
debug2ewM6:debugSnVhw,1,1636576722770,"{""state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""joint_action"": [[0, 0], [0, 0]], ""next_state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""reward"": 0, ""time_left"": 30, ""score"": 0, ""time_elapsed"": 0.153, ""cur_gameloop"": 0, ""datetime"": 1636576722770, ""participant_id"": ""MTuCzHmJZqug"", ""layout_name"": ""training0"", ""layout"": [""XXXXXXX"", ""XPXOXDX"", ""X2    S"", ""XPXOXDX"", ""X    1S"", ""XXXXXXX""], ""round_num"": 0, ""round_type"": ""training""}"
debug2ewM6:debugSnVhw,2,1636576722917,"{""state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""joint_action"": [[0, 0], [0, 0]], ""next_state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""reward"": 0, ""time_left"": 30, ""score"": 0, ""time_elapsed"": 0.3, ""cur_gameloop"": 1, ""datetime"": 1636576722917, ""participant_id"": ""MTuCzHmJZqug"", ""layout_name"": ""training0"", ""layout"": [""XXXXXXX"", ""XPXOXDX"", ""X2    S"", ""XPXOXDX"", ""X    1S"", ""XXXXXXX""], ""round_num"": 0, ""round_type"": ""training""}"
debug2ewM6:debugSnVhw,3,1636576723067,"{""state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""joint_action"": [[0, 0], [0, 0]], ""next_state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""reward"": 0, ""time_left"": 30, ""score"": 0, ""time_elapsed"": 0.45, ""cur_gameloop"": 2, ""datetime"": 1636576723067, ""participant_id"": ""MTuCzHmJZqug"", ""layout_name"": ""training0"", ""layout"": [""XXXXXXX"", ""XPXOXDX"", ""X2    S"", ""XPXOXDX"", ""X    1S"", ""XXXXXXX""], ""round_num"": 0, ""round_type"": ""training""}"
debug2ewM6:debugSnVhw,4,1636576723217,"{""state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""joint_action"": [[0, 0], [0, 0]], ""next_state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""reward"": 0, ""time_left"": 29, ""score"": 0, ""time_elapsed"": 0.6, ""cur_gameloop"": 3, ""datetime"": 1636576723217, ""participant_id"": ""MTuCzHmJZqug"", ""layout_name"": ""training0"", ""layout"": [""XXXXXXX"", ""XPXOXDX"", ""X2    S"", ""XPXOXDX"", ""X    1S"", ""XXXXXXX""], ""round_num"": 0, ""round_type"": ""training""}"
debug2ewM6:debugSnVhw,5,1636576723367,"{""state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""joint_action"": [[0, 0], [0, 0]], ""next_state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""reward"": 0, ""time_left"": 29, ""score"": 0, ""time_elapsed"": 0.75, ""cur_gameloop"": 4, ""datetime"": 1636576723367, ""participant_id"": ""MTuCzHmJZqug"", ""layout_name"": ""training0"", ""layout"": [""XXXXXXX"", ""XPXOXDX"", ""X2    S"", ""XPXOXDX"", ""X    1S"", ""XXXXXXX""], ""round_num"": 0, ""round_type"": ""training""}"
debug2ewM6:debugSnVhw,6,1636576723517,"{""state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""joint_action"": [[0, 0], [0, 0]], ""next_state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""reward"": 0, ""time_left"": 29, ""score"": 0, ""time_elapsed"": 0.9, ""cur_gameloop"": 5, ""datetime"": 1636576723517, ""participant_id"": ""MTuCzHmJZqug"", ""layout_name"": ""training0"", ""layout"": [""XXXXXXX"", ""XPXOXDX"", ""X2    S"", ""XPXOXDX"", ""X    1S"", ""XXXXXXX""], ""round_num"": 0, ""round_type"": ""training""}"
debug2ewM6:debugSnVhw,7,1636576723668,"{""state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""joint_action"": [[0, 0], [0, 0]], ""next_state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""reward"": 0, ""time_left"": 29, ""score"": 0, ""time_elapsed"": 1.051, ""cur_gameloop"": 6, ""datetime"": 1636576723668, ""participant_id"": ""MTuCzHmJZqug"", ""layout_name"": ""training0"", ""layout"": [""XXXXXXX"", ""XPXOXDX"", ""X2    S"", ""XPXOXDX"", ""X    1S"", ""XXXXXXX""], ""round_num"": 0, ""round_type"": ""training""}"
debug2ewM6:debugSnVhw,8,1636576723817,"{""state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""joint_action"": [[0, 0], [0, 0]], ""next_state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""reward"": 0, ""time_left"": 29, ""score"": 0, ""time_elapsed"": 1.2, ""cur_gameloop"": 7, ""datetime"": 1636576723817, ""participant_id"": ""MTuCzHmJZqug"", ""layout_name"": ""training0"", ""layout"": [""XXXXXXX"", ""XPXOXDX"", ""X2    S"", ""XPXOXDX"", ""X    1S"", ""XXXXXXX""], ""round_num"": 0, ""round_type"": ""training""}"
debug2ewM6:debugSnVhw,9,1636576723967,"{""state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""joint_action"": [[0, 0], [0, 0]], ""next_state"": {""players"": [{""position"": [5, 4], ""orientation"": [0, -1]}, {""position"": [1, 2], ""orientation"": [0, -1]}], ""objects"": {}, ""order_list"": [""onion""], ""pot_explosion"": false}, ""reward"": 0, ""time_left"": 29, ""score"": 0, ""time_elapsed"": 1.35, ""cur_gameloop"": 8, ""datetime"": 1636576723967, ""participant_id"": ""MTuCzHmJZqug"", ""layout_name"": ""training0"", ""layout"": [""XXXXXXX"", ""XPXOXDX"", ""X2    S"", ""XPXOXDX"", ""X    1S"", ""XXXXXXX""], ""round_num"": 0, ""round_type"": ""training""}"
